names,codes
"Germ Cell Tumor, Childhood Germ Cell Neoplasm, Childhood Germ Cell Tumor, Germ Cell Neoplasm, Germ Cell Neoplasms, Germ cell tumor, NOS, Neoplasm of Germ Cell, Neoplasm of the Germ Cell, Pediatric Germ Cell Neoplasm, Pediatric Germ Cell Tumor, Tumor of Germ Cell, Tumor of the Germ Cell","C3708, C7928"
"Germinoma, Central Nervous System Germinoma, Germinoma of CNS, Germinoma of Central Nervous System, Germinoma of the CNS, Germinoma of the Central Nervous System","C3753, C7009"
"Germinomatous Germ Cell Tumor, Seminoma/Dysgerminoma/Germinoma",C121618
"Germline BRCA1 Gene Mutation, Germline BRCA1 Mutation, Germline BROVCA1 Gene Mutation, Germline Breast Cancer Type 1 Susceptibility Gene Mutation",C150629
"Germline BRCA2 Gene Mutation, Germline BRCA2 Mutation, Germline Breast Cancer Type 2 Susceptibility Gene Mutation, Germline FANCD1 Gene Mutation, Germline XRCC11 Gene Mutation",C150630
"Gestational Trophoblastic Disorder, Gestational Trophoblastic Disease",C180633
"Gestational Trophoblastic Tumor, GTT, gestational trophoblastic neoplasia",C4699
"Giant Cell Carcinoma, Carcinoma, Giant Cell",C3779
"Giant Cell Fibroblastoma, GCF",C4700
"Giant Cell Glioblastoma, Adult Giant Cell Glioblastoma, Childhood Giant Cell Glioblastoma","C68702, C4325, C114966"
"Giant Cell Tumor of Bone, Benign Bone Giant Cell Tumor, GCTB, GIANT CELL TUMOR, BENIGN, Giant Cell Tumor of the Bone, Giant cell tumor of bone, NOS, Osteoclastoma, Osteoclastoma, Benign",C121932
"Giant Cell Tumor of Soft Tissue, GCT-ST, Giant Cell Tumor of Low Malignant Potential, Giant cell tumor of soft parts, NOS, Osteoclastoma of Soft Tissue",C49107
"Gilbert Syndrome, Gilbert Disease, Gilbert's Syndrome",C84729
"Gingival Carcinoma, Carcinoma of Gingiva, Carcinoma of Gum, Carcinoma of the Gingiva, Carcinoma of the Gum, Gum Carcinoma",C7721
"Gingival Neoplasm, Gingival Tumor, Gum Neoplasm, Gum Tumor, Neoplasm of Gingiva, Neoplasm of Gum, Neoplasm of the Gingiva, Neoplasm of the Gum, Tumor of Gingiva, Tumor of Gum, Tumor of the Gingiva, Tumor of the Gum",C3057
"Gingival Squamous Cell Carcinoma, Gingival SCC",C129857
Gingivitis,C34636
"Glanzmann Thrombasthenia, Thrombasthenia",C61249
"Gleason Grade Group 1, 1, Grade Group 1, Group 1",C137992
"Gleason Grade Group 2, 2, Grade Group 2, Group 2",C137993
"Gleason Grade Group 3, 3, Grade Group 3, Group 3",C137994
"Glioblastoma, Adult Glioblastoma, Adult Glioblastoma Multiforme, CNS, glioblastoma (GBM), Childhood Glioblastoma, Childhood Glioblastoma Multiforme, GBM, GBM (Glioblastoma), Glioblastoma Multiforme, Pediatric Glioblastoma Multiforme, Spongioblastoma Multiforme","C3058, C9094, C5136"
"Glioblastoma with Primitive Neuronal Component, Glioblastoma with PNET-Like Component",C129296
"Glioblastoma, IDH-Wildtype, Glioblastoma, IDH Wildtype, Primary Glioblastoma, Primary Glioblastoma Multiforme, Primary Glioblastoma, IDH-Wildtype",C39750
"Glioblastoma, Not Otherwise Specified, Glioblastoma, NOS",C129295
"Glioma, Glial Neoplasm, Glial Tumor, Glioma, NOS, Neoplasm of Neuroglia, Neoplasm of the Neuroglia, Neuroglial Neoplasm, Neuroglial Tumor, Tumor of Neuroglia, Tumor of the Neuroglia",C3059
"Gliomatosis Cerebri, Astrocytosis cerebri, Childhood Gliomatosis Cerebri, Gliomatosis","C4318, C114969"
"Glioneuronal and Neuronal Tumors, Neuronal and Glio-Neuronal Neoplasm, Neuronal and Glio-Neuronal Tumor, Neuronal and Mixed Neuronal-Glial Tumor, Neuronal and Mixed Neuronal-Glial Tumors",C4747
"Gliosarcoma, Adult Gliosarcoma, Childhood Gliosarcoma, Glioblastoma with a Sarcomatous Component","C3796, C68701, C114968"
"Glottic Squamous Cell Carcinoma, Epidermoid Carcinoma of Glottis, Epidermoid Carcinoma of the Glottis, Glottic Epidermoid Carcinoma, Glottis Epidermoid Carcinoma, Glottis Squamous Cell Carcinoma, Squamous Cell Carcinoma of Glottis, Squamous Cell Carcinoma of the Glottis",C8186
"Glottic Throat Cancer, Cancer of Glottis, Cancer of the Glottis, Carcinoma of Glottis, Carcinoma of the Glottis, Glottic Carcinoma, Glottis Cancer, Glottis Carcinoma",C4923
"Glottis Verrucous Carcinoma, Glottic Verrucous Carcinoma, Verrucous Carcinoma of Glottis, Verrucous Carcinoma of the Glottis",C8189
Glucose Intolerance,C34646
"Glycogen Storage Disease Type Ib, Glycogen Storage Disease Type I non-a",C122661
"Glycogen-Rich, Clear Cell Breast Carcinoma, Breast Glycogen-Rich Carcinoma, Breast Glycogen-Rich, Clear Cell Carcinoma",C40368
"Gonadal Disorder, Disorder of Gonads, Gonadal Disorders, Gonadal Dysfunction",C26786
"Gonadal Thrombosis, Gonadal Vein Thrombosis",C123901
"Grade 1 Follicular Lymphoma, Follicular Lymphoma Grade 1, Follicular Small Cleaved Cell Lymphoma, Follicular lymphoma grade I, unspecified site, Follicular lymphoma, grade 1, Follicular lymphoma, small cleaved cell, Grade 1, Grade I Follicular Lymphoma, Grade I Follicular Small Cleaved Cell Lymphoma, Poorly Differentiated Nodular Lymphocytic Lymphoma, WHO Follicular Lymphoma Histologic Grade 1",C3465
"Grade 2 Follicular Lymphoma, Follicular Lymphoma Grade 2, Follicular Mixed Cell Lymphoma, Follicular Mixed Lymphocytic-Histiocytic Lymphoma, Follicular lymphoma grade II, unspecified site, Follicular lymphoma, grade 2, Grade 2, Grade II Follicular Lymphoma, Grade II Follicular Mixed Cell Lymphoma, Nodular Mixed Lymphoma, WHO Follicular Lymphoma Histologic Grade 2",C8968
"Grade 2 Vaginal Intraepithelial Neoplasia, Grade 2 VAIN, Grade II Vaginal Intraepithelial Neoplasia, Intraepithelial Neoplasia of Vagina Grade 2, Intraepithelial Neoplasia of the Vagina Grade 2, VAIN 2, VAIN II, Vaginal Intraepithelial Neoplasia Grade 2",C4645
"Grade 3 Endometrial Endometrioid Adenocarcinoma, Endometrial High Grade Endometrioid Adenocarcinoma, Endometrial High-Grade Endometrioid Adenocarcinoma, FIGO Grade 3 Endometrial Endometrioid Adenocarcinoma, High Grade Endometrial Endometrioid Adenocarcinoma, High Grade Endometrial Endometrioid Carcinoma, High-Grade Endometrial Endometrioid Adenocarcinoma, High-Grade Endometrial Endometrioid Carcinoma",C40148
"Grade 3 Follicular Lymphoma, Follicular Large Cell Lymphoma, Follicular Lymphoma Grade 3, Follicular lymphoma grade III, unspecified, unspecified site, Follicular lymphoma, grade 3, Grade 3, Grade III Follicular Large Cell Lymphoma, Grade III Follicular Lymphoma, Malignant Lymphoma Centroblastic, Follicular, Malignant Lymphoma Follicular, Large Non-Cleaved Cell Type, Nodular Histiocytic Lymphoma, WHO Follicular Lymphoma Histologic Grade 3",C3460
"Grade 3a Follicular Lymphoma, Follicular Lymphoma Grade 3a, Follicular lymphoma grade IIIa, unspecified site, Follicular lymphoma, grade 3A, Grade 3a, WHO Follicular Lymphoma Histologic Grade 3a",C7191
"Grade 3b Follicular Lymphoma, FLBCL, Follicular Large B-Cell Lymphoma, Follicular Lymphoma Grade 3b, Follicular lymphoma grade IIIb, unspecified site, Follicular lymphoma, grade 3B, Grade 3b",C7192
"Grade I Lymphomatoid Granulomatosis, Angiocentric Immunoproliferative Lesion Grade I, Grade I Angiocentric Immunoproliferative Lesion, Grade I Angiocentric Immunoproliferative Lesions, Grade I LYG",C7931
"Grade I Meningioma, Adult Grade 1 Meningioma, Adult Grade I Meningioma, Benign Meningeal Neoplasm, Benign Meningioma (WHO Grade 1), Benign Meningioma (WHO Grade I), Benign Neoplasm of the Meninges, Benign neoplasm of meninges, Benign neoplasm of meninges, unspecified, Childhood Grade 1 Meningioma, Childhood Grade I Meningioma, Grade 1 Meningioma, Meningioma, Benign, WHO Grade 1 Meningioma, WHO Grade I Meningioma","C38936, C71299, C71300"
Grade I Neuroendocrine Carcinoma,C35727
"Grade II Glioma, Grade 2 Glioma, WHO Grade 2 Glioma, WHO Grade II Glioma",C132505
"Grade II Lymphomatoid Granulomatosis, Angiocentric Immunoproliferative Lesion Grade II, Grade II Angiocentric Immunoproliferative Lesion, Grade II Angiocentric Immunoproliferative Lesions, Grade II LYG",C7932
"Grade II Meningioma, Adult Grade 2 Meningioma, Adult Grade II Meningioma, Childhood Grade 2 Meningioma, Childhood Grade II Meningioma, Grade 2 Meningioma, WHO Grade 2 Meningioma, WHO Grade II Meningioma","C38937, C71304, C71301"
Grade II Neuroendocrine Carcinoma,C35725
"Grade III Lymphomatoid Granulomatosis, Angiocentric Immunoproliferative Lesion Grade III, Childhood Grade III Lymphomatoid Granulomatosis, Grade III Angiocentric Immunoproliferative Lesion, Grade III Angiocentric Immunoproliferative Lesions, Grade III LYG","C115204, C7933"
"Grade III Meningioma, Adult Grade 3 Meningioma, Adult Grade III Meningioma, Childhood Grade 3 Meningioma, Childhood Grade III Meningioma, Grade 3 Meningioma, Malignant Meningioma, Meningioma, malignant, WHO Grade 3 Meningioma, WHO Grade III Meningioma","C38938, C71303, C71305"
Grade III Neuroendocrine Carcinoma,C35726
"Graft Versus Host Disease, Graft Vs. Host Disease, Graft vs Host Disease, Graft-Versus-Host-Disease, GvHD, Runt Disease, graft-versus-host disease",C3063
"Granulocytic Sarcoma, SARCOMA, GRANULOCYTIC, MALIGNANT",C35815
"Granulomatosis with Polyangiitis, GPA, Wegener Granulomatosis, Wegener's Granulomatosis",C3444
"Granulosa Cell Tumor, Granulosa Cell Neoplasm",C3070
"Gray Platelet Syndrome, Grey Platelet Syndrome",C84741
"Gross Hematuria, Visible Hematuria",C114702
"Group D Retinoblastoma, High Risk Retinoblastoma",C189852
"H3 K27M Mutation, Activating H3 K27M Mutation, H3 K27M, H3 K27M Variant, H3 K28M, H3 K28M Mutation, H3 K28M Variant, H3 Lys27Met, H3 Lys28Met, H3 p.K28M, H3 p.Lys28Met, H3K27M, H3K27M Mutation, Histone 3 K27M Mutation, Histone 3 K28M Mutation, Histone H3 K27M, Histone H3 K28M, Histone H3 Lys27Met, Histone H3 Lys28Met",C129310
"HER2 Negative Breast Carcinoma, HER2 Negative Breast Adenocarcinoma, HER2-Negative Breast Carcinoma",C168519
"HER2-Low Breast Carcinoma, HER2 Low Breast Adenocarcinoma, HER2 Low Breast Carcinoma, HER2-Low Breast Adenocarcinoma",C179553
"HER2-Positive Breast Carcinoma, ERBB2 Overexpressing Subtype of Breast Carcinoma, HER2 Overexpressing Breast Carcinoma, HER2 Overexpressing Subtype of Breast Carcinoma, HER2 Positive Breast Cancer, HER2 Positive Breast Carcinoma",C53556
HER2-Positive Lung Non-Small Cell Carcinoma,C215011
"HER2/Neu Negative, ERBB2 Negative, HER-2 Negative, HER2 Negative",C68749
"HER2/Neu Positive, ERBB2 Positive, HER+, HER-2 Positive, HER2 Positive",C68748
"HER2/Neu Status, ERBB2 Status, Her2/Neu Value",C16152
"HGF Gene Mutation, F-TCF Gene Mutation, HGF/SF Gene Mutation, HPTA Gene Mutation, Hepatocyte Growth Factor Gene Mutation, SF Gene Mutation, Scatter Factor Gene Mutation",C150638
"HHV6 Infection, HHV-6 Infection, Human Herpes Virus-6 Infection, Human Herpesvirus-6 (HHV-6), Human Herpesvirus-6 Infection",C128829
"HHV8-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, HHV8-Positive DLBCL, NOS, HHV8-Positive Diffuse Large B-Cell Lymphoma, NOS, Human Herpesvirus 8-Positive Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, KSHV/HHV8-Positive Diffuse Large B-Cell Lymphoma",C138320
"HHV8-Positive Multicentric Castleman Disease, KSHV-Associated Multicentric Castleman Disease, KSHV/HHV8-Associated Multicentric Castleman Disease, KSHV/HHV8-MCD, KSHV/HHV8-Positive Multicentric Castleman Disease, Kaposi Sarcoma HHV-Associated Multicentric Castleman Disease, Kaposi Sarcoma Virus-Associated Multicentric Castleman Disease",C150404
"HIV Infection, HIV, Human Immunodeficiency Virus Infection, Human Immunodeficiency Virus Infectious Disease",C3108
"HLA-A2 Positive Cells Present, HLA-A*02 Positive, HLA-A*02 Positive Cells Present, HLA-A*2 Positive, HLA-A02 Allele Positive, HLA-A02 Positive, HLA-A2 Positive",C69408
"HLA-C*08 Positive Cells Present, HLA-C*08, HLA-C*08 Positive, HLA-C08, HLA-C08 Positive, HLA-C08 Positive Cells Present",C162142
"HPV16 Infection, HPV-16 Infection, Human Papillomavirus Type 16 Infection, Human Papillomavirus-16 Infection",C171100
HTLV-1 Infection,C39292
"Hairy Cell Leukemia, HCL, Leukemic Reticuloendotheliosis",C7402
"Hairy Cell Leukemia Variant, HCL-V, Hairy Cell Leukemia-Variant, Prolymphocytic Variant of Hairy Cell Leukemia, Splenic B-Cell Lymphoma/Leukemia with Prominent Nucleoli",C7401
"Hard Palate Squamous Cell Carcinoma, Hard Palate SCC, SCC of Hard Palate, SCC of the Hard Palate, Squamous Cell Carcinoma of Hard Palate, Squamous Cell Carcinoma of the Hard Palate",C8170
"Head and Neck Basaloid Squamous Cell Carcinoma, Basaloid Squamous Cell Carcinoma of Head and Neck, Basaloid Squamous Cell Carcinoma of the Head and Neck, Head and Neck Basaloid Carcinoma",C37290
"Head and Neck Carcinoma, Carcinoma of Head and Neck, Carcinoma of the Head and Neck",C35850
"Head and Neck Carcinoma of Unknown Primary, Head and Neck CUP",C162595
"Head and Neck Cutaneous Squamous Cell Carcinoma, Cutaneous Squamous Cell Carcinoma of the Head and Neck",C133252
Head and Neck Disorder,C27571
"Head and Neck Lymph Node, Lymph Node of Head, Face and Neck, Lymph Nodes of Head, Face and Neck",C12358
"Head and Neck Neoplasm, Head and Neck Neoplasm (Excluding Central Nervous System), Head and Neck Tumor, Neoplasm of Head and Neck, Neoplasm of the Head and Neck, Tumor of Head and Neck, Tumor of the Head and Neck",C3077
Head and Neck Precancerous Condition,C27642
"Head and Neck Squamous Cell Carcinoma, HNSCC, Head and neck squamous cell carcinoma, NOS, SCCHN, Squamous Cell Carcinoma of Head and Neck, Squamous Cell Carcinoma of the Head and Neck",C34447
"Health Care Provider, Healthcare Provider, HealthcareProvider",C16666
Health Status Unknown,C115222
Healthy Control,C94342
"Healthy Subject, Healthy Volunteer",C49651
Hearing Loss,C35731
"Heart Disorder, Cardiac Disease, Heart Disease, Heart trouble, Unspecified Heart Problem",C3079
"Heart Failure, Cardiac Failure, HF, Heart failure, unspecified",C50577
"Heavy Chain Deposition Disease, HCDD",C7339
"Helicobacter Pylori Infection, H. Pylori Infection",C39293
"Helicobacter Pylori-Associated Gastritis, Helicobacter Gastritis",C27121
"Helicobacter Pylori-Related Malignant Neoplasm, Helicobacter Pylori-Related Malignancy",C27761
"Hemangioma, Angioma, Benign Angioma, Benign Hemangioma, HEMANGIOMA, BENIGN, Hemangioma, NOS",C3085
"Hemangiopericytoma, Hemangiopericytoma, NOS",C3087
"Hematologic Neoplasm with Germline GATA2 Mutation, Myeloid Neoplasm with Germline GATA2 Mutation",C151912
"Hematologic Neoplasm with Germline Predisposition, Myeloid Neoplasm with Germline Predisposition",C130038
"Hematologic Neoplasm with Germline SAMD9 Mutation, Myeloid Neoplasm with Germline SAMD9 Mutation",C185293
"Hematologic Neoplasm with Germline SAMD9L Mutation, Myeloid Neoplasm with Germline SAMD9L Mutation",C185294
"Hematopoietic Cell Transplantation Recipient, Hematopoietic Cell Transplant Recipient",C126836
"Hematopoietic Neoplasm, Childhood Hematopoietic Neoplasm, Childhood Hematopoietic and Lymphoid Cell Neoplasm, Pediatric Hematopoietic and Lymphoid Cell Neoplasm",C9431
Hematopoietic and Lymphatic System,C41165
"Hematopoietic and Lymphatic System Disorder, Hematopoietic and Lymphoid System Disorder",C35814
Hematopoietic and Lymphoid Cell,C32725
"Hematopoietic and Lymphoid Cell Disorder, Blood Disease, Blood Disorder, Hematologic Disorder, Hematologic and Lymphocytic Disorder, Hematologic and Lymphoid Cell Disorder, Hematological Disorder",C26323
"Hematopoietic and Lymphoid Cell Neoplasm, HEMOLYMPHORETICULAR TUMOR, MALIGNANT, Hematologic Cancer, Hematologic Neoplasm, Hematological Neoplasm, Hematopoietic Neoplasm, Hematopoietic Neoplasms Including Lymphomas, Hematopoietic and Lymphoid Neoplasm, Hematopoietic malignancy, NOS, Malignant Hematologic Neoplasm, Malignant Hematopoietic Neoplasm, Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",C27134
"Hematopoietic and Lymphoid System Neoplasm, Hematopoietic and Lymphatic System Neoplasm, Hematopoietic and Lymphoid System Tumor, Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified",C35813
Hematuria,C3090
Hemoglobin E Disease,C35287
"Hemoglobinopathy, Hemoglobinopathies / Iron Metabolism",C3092
Hemolytic Anemia,C34376
"Hemolytic Uremic Syndrome, HUS, Hemolytic-Uremic Syndrome",C75545
"Hemophagocytic Lymphohistiocytosis, HLH, Hemophagocytic Disorder",C34792
"Hemophilia, Hemophiliac",C3093
"Hemophilia A, Factor VIII Deficiency, Hereditary Factor VIII Deficiency, Hereditary Factor VIII Deficiency Disease",C27146
"Hemophilia B, Christmas Disease, Factor IX Deficiency, Hereditary Factor IX Deficiency, Hereditary Factor IX Deficiency Disease",C26721
Hemorrhagic Cystitis,C114666
"Hemosiderotic Fibrolipomatous Tumor, HFLT, Hemosiderotic Fibrohistiocytic Lipomatous Lesion",C121752
"Heparin Induced Thrombocytopenia, HIT, Heparin induced thrombocytopenia (HIT), Heparin-Induced Thrombocytopenia",C99111
Hepatic Thrombosis,C123898
"Hepatitis, Hepatitis, NOS, Inflammatory liver disease, unspecified",C3095
"Hepatitis B Infection, Hepatitis B, Hepatitis B Virus infection, Viral Hepatitis B",C3097
"Hepatitis B Virus-Related Hepatocellular Carcinoma, Hepatitis B Virus Related Hepatocellular Carcinoma, Liver Cancer Secondary to Hepatitis B",C27687
"Hepatitis C Infection, HCV Infection, Hepatitis C, Hepatitis C Virus Infection, NANBH, Non-A, Non-B Hepatitis",C3098
"Hepatitis C Virus Infection, HCV Infection",C128828
"Hepatitis C Virus-Related Hepatocellular Carcinoma, Hepatitis C Virus Related Hepatocellular Carcinoma, Liver Cancer Secondary to Hepatitis C",C27688
"Hepatitis Virus-Related Hepatocellular Cancer, Hepatitis Virus Related Hepatocellular Carcinoma, Hepatitis Virus-Related Hepatocellular Carcinoma",C27686
"Hepatobiliary Disorder, Liver Disease, Liver and Biliary Disease, Liver and Biliary Disorder, Liver and Biliary System Disorder",C3959
"Hepatobiliary Neoplasm, Hepatic and Biliary Neoplasms, Hepatic and Biliary Tumors, Hepatic, Biliary, and Gallbladder Neoplasms, Hepato-Biliary Neoplasm, Hepato-Biliary Tumor, Hepatobiliary Tumor, Hepatobiliary Tumors, Liver and Biliary Neoplasm, Liver and Biliary System Neoplasm",C8614
"Hepatoblastoma, HBL, HEPATOBLASTOMA, MALIGNANT, Pediatric Embryonal Hepatoma, Pediatric Hepatoblastoma",C3728
"Hepatocellular Adenoma, ADENOMA, HEPATOCELLULAR, BENIGN, Adenoma of Liver Cells, Adenoma of the Liver Cells, HCA, Liver Cell Adenoma",C3758
"Hepatocellular Cancer, Adult Hepatocellular Carcinoma, Adult Hepatoma, Adult Primary Carcinoma of Liver Cell, Adult Primary Carcinoma of the Liver Cell, Adult Primary Hepatocellular Carcinoma, Adult Primary Hepatoma, Adult Primary Liver Cell Carcinoma, Childhood Carcinoma of Liver Cell, Childhood Carcinoma of the Liver Cell, Childhood Hepatocellular Carcinoma, Childhood Hepatoma, Childhood Liver Cell Carcinoma, Pediatric Carcinoma of Liver Cell, Pediatric Carcinoma of the Liver Cell, Pediatric Hepatocellular Carcinoma, Pediatric Hepatoma, Pediatric Liver Cell Carcinoma","C7956, C7955"
"Hepatocellular Carcinoma, CARCINOMA, HEPATOCELLULAR, MALIGNANT, Carcinoma of Liver Cells, Carcinoma of the Liver Cells, HCC, Hepatocellular Cancer, Hepatoma, LIHC, Liver Cell Cancer (Hepatocellular Carcinoma), Liver Cell Carcinoma, Primary Carcinoma of Liver Cells, Primary Carcinoma of the Liver Cells",C3099
"Hepatocellular Malignant Neoplasm, Not Otherwise Specified, HCN-NOS, HEMNOS, Hepatocellular Malignant Neoplasm, NOS",C161838
"Hepatolenticular Degeneration, Wilson Disease, Wilson's Disease",C84756
"Hepatosplenic T-Cell Lymphoma, Hepatosplenic Gamma/Delta T-Cell Lymphoma, Hepatosplenic gamma-delta cell lymphoma",C8459
"Hereditary Amyloidosis, AF, Amyloidosis, Familial, Familial Amyloidosis",C84555
"Hereditary Atypical Mole Melanoma Syndrome, FAMM Syndrome, FAMMM syndrome, Familial Atypical Mole Melanoma Syndrome, Familial atypical multiple mole melanoma (FAMMM), familial atypical multiple mole melanoma syndrome",C27264
"Hereditary Breast Cancer, Familial Breast Carcinoma, Familial Cancer of Breast, Familial Cancer of the Breast, Hereditary Breast Carcinoma",C4503
